,Station,Date,DOY,X_ITRF2014,Y_ITRF2014,Z_ITRF2014
69,RKPT,2017/04/28,2017118,-691198.911,-5591769.542,2979082.909
72,RKPT,2017/04/29,2017119,-691198.910,-5591769.539,2979082.906
76,RKPT,2017/04/30,2017120,-691198.910,-5591769.535,2979082.904
82,RKPT,2017/05/01,2017121,-691198.911,-5591769.543,2979082.909
360,RKPT,2017/05/02,2017122,-691198.910,-5591769.546,2979082.911
363,RKPT,2017/05/03,2017123,-691198.911,-5591769.538,2979082.908
366,RKPT,2017/05/04,2017124,-691198.911,-5591769.541,2979082.907
369,RKPT,2017/05/05,2017125,-691198.911,-5591769.538,2979082.906
372,RKPT,2017/05/06,2017126,-691198.910,-5591769.542,2979082.910
375,RKPT,2017/05/07,2017127,-691198.912,-5591769.545,2979082.911
390,RKPT,2017/05/08,2017128,-691198.910,-5591769.537,2979082.907
378,RKPT,2017/05/09,2017129,-691198.911,-5591769.539,2979082.907
382,RKPT,2017/05/10,2017130,-691198.912,-5591769.543,2979082.910
385,RKPT,2017/05/11,2017131,-691198.912,-5591769.546,2979082.910
388,RKPT,2017/05/12,2017132,-691198.913,-5591769.545,2979082.909
393,RKPT,2017/05/13,2017133,-691198.911,-5591769.542,2979082.908
397,RKPT,2017/05/14,2017134,-691198.911,-5591769.539,2979082.909
400,RKPT,2017/05/15,2017135,-691198.911,-5591769.547,2979082.911
403,RKPT,2017/05/16,2017136,-691198.913,-5591769.542,2979082.909
405,RKPT,2017/05/17,2017137,-691198.911,-5591769.541,2979082.908
408,RKPT,2017/05/18,2017138,-691198.912,-5591769.538,2979082.908
410,RKPT,2017/05/19,2017139,-691198.910,-5591769.545,2979082.909
414,RKPT,2017/05/20,2017140,-691198.912,-5591769.547,2979082.911
417,RKPT,2017/05/21,2017141,-691198.909,-5591769.544,2979082.910
469,RKPT,2017/06/15,2017166,-691198.915,-5591769.545,2979082.910
473,RKPT,2017/06/16,2017167,-691198.911,-5591769.538,2979082.907
475,RKPT,2017/06/17,2017168,-691198.912,-5591769.543,2979082.909
479,RKPT,2017/06/18,2017169,-691198.912,-5591769.548,2979082.912
482,RKPT,2017/06/19,2017170,-691198.911,-5591769.541,2979082.908
92,RKPT,2017/06/20,2017171,-691198.911,-5591769.539,2979082.909
96,RKPT,2017/06/21,2017172,-691198.912,-5591769.550,2979082.912
99,RKPT,2017/06/22,2017173,-691198.914,-5591769.547,2979082.910
109,RKPT,2017/06/23,2017174,-691198.912,-5591769.542,2979082.907
114,RKPT,2017/06/24,2017175,-691198.915,-5591769.546,2979082.912
118,RKPT,2017/06/25,2017176,-691198.913,-5591769.527,2979082.902
121,RKPT,2017/06/26,2017177,-691198.912,-5591769.536,2979082.901
516,RKPT,2017/07/18,2017199,-691198.911,-5591769.529,2979082.901
519,RKPT,2017/07/19,2017200,-691198.912,-5591769.539,2979082.906
522,RKPT,2017/07/20,2017201,-691198.914,-5591769.542,2979082.907
525,RKPT,2017/07/21,2017202,-691198.915,-5591769.526,2979082.900
527,RKPT,2017/07/22,2017203,-691198.912,-5591769.536,2979082.906
531,RKPT,2017/07/23,2017204,-691198.914,-5591769.544,2979082.909
535,RKPT,2017/07/24,2017205,-691198.913,-5591769.540,2979082.907
537,RKPT,2017/07/25,2017206,-691198.912,-5591769.542,2979082.910
539,RKPT,2017/07/26,2017207,-691198.913,-5591769.544,2979082.912
543,RKPT,2017/07/27,2017208,-691198.913,-5591769.539,2979082.906
546,RKPT,2017/07/28,2017209,-691198.912,-5591769.537,2979082.905
549,RKPT,2017/07/29,2017210,-691198.913,-5591769.540,2979082.908
552,RKPT,2017/07/30,2017211,-691198.913,-5591769.544,2979082.909
555,RKPT,2017/07/31,2017212,-691198.912,-5591769.548,2979082.913
558,RKPT,2017/08/01,2017213,-691198.913,-5591769.545,2979082.909
561,RKPT,2017/08/02,2017214,-691198.912,-5591769.534,2979082.905
564,RKPT,2017/08/03,2017215,-691198.913,-5591769.537,2979082.908
567,RKPT,2017/08/04,2017216,-691198.915,-5591769.543,2979082.910
569,RKPT,2017/08/05,2017217,-691198.914,-5591769.539,2979082.908
573,RKPT,2017/08/06,2017218,-691198.912,-5591769.532,2979082.902
575,RKPT,2017/08/07,2017219,-691198.912,-5591769.538,2979082.907
579,RKPT,2017/08/08,2017220,-691198.910,-5591769.534,2979082.902
582,RKPT,2017/08/09,2017221,-691198.916,-5591769.539,2979082.910
585,RKPT,2017/08/10,2017222,-691198.912,-5591769.548,2979082.916
588,RKPT,2017/08/11,2017223,-691198.912,-5591769.530,2979082.903
591,RKPT,2017/08/12,2017224,-691198.914,-5591769.536,2979082.906
593,RKPT,2017/08/13,2017225,-691198.913,-5591769.541,2979082.910
596,RKPT,2017/08/14,2017226,-691198.912,-5591769.535,2979082.904
599,RKPT,2017/08/15,2017227,-691198.915,-5591769.543,2979082.908
603,RKPT,2017/08/16,2017228,-691198.914,-5591769.544,2979082.909
607,RKPT,2017/08/17,2017229,-691198.914,-5591769.534,2979082.904
148,RKPT,2017/08/18,2017230,-691198.915,-5591769.541,2979082.910
158,RKPT,2017/08/19,2017231,-691198.913,-5591769.532,2979082.903
168,RKPT,2017/08/20,2017232,-691198.914,-5591769.538,2979082.905
177,RKPT,2017/08/21,2017233,-691198.912,-5591769.532,2979082.902
181,RKPT,2017/08/22,2017234,-691198.913,-5591769.540,2979082.910
612,RKPT,2017/08/23,2017235,-691198.914,-5591769.534,2979082.905
616,RKPT,2017/08/24,2017236,-691198.913,-5591769.536,2979082.905
672,RKPT,2017/09/12,2017255,-691198.918,-5591769.536,2979082.902
676,RKPT,2017/09/13,2017256,-691198.917,-5591769.533,2979082.901
680,RKPT,2017/09/14,2017257,-691198.915,-5591769.541,2979082.904
684,RKPT,2017/09/15,2017258,-691198.916,-5591769.533,2979082.900
688,RKPT,2017/09/16,2017259,-691198.917,-5591769.536,2979082.902
691,RKPT,2017/09/17,2017260,-691198.917,-5591769.534,2979082.903
699,RKPT,2017/09/19,2017262,-691198.917,-5591769.528,2979082.900
703,RKPT,2017/09/20,2017263,-691198.917,-5591769.537,2979082.903
707,RKPT,2017/09/21,2017264,-691198.916,-5591769.541,2979082.905
711,RKPT,2017/09/22,2017265,-691198.921,-5591769.547,2979082.906
714,RKPT,2017/09/23,2017266,-691198.913,-5591769.522,2979082.894
719,RKPT,2017/09/24,2017267,-691198.921,-5591769.541,2979082.910
723,RKPT,2017/09/25,2017268,-691198.918,-5591769.548,2979082.911
728,RKPT,2017/09/26,2017269,-691198.916,-5591769.534,2979082.902
731,RKPT,2017/09/27,2017270,-691198.918,-5591769.546,2979082.909
735,RKPT,2017/09/28,2017271,-691198.918,-5591769.526,2979082.899
739,RKPT,2017/09/29,2017272,-691198.919,-5591769.539,2979082.905
744,RKPT,2017/09/30,2017273,-691198.918,-5591769.532,2979082.900
194,RKPT,2017/10/01,2017274,-691198.919,-5591769.536,2979082.902
201,RKPT,2017/10/02,2017275,-691198.917,-5591769.534,2979082.903
209,RKPT,2017/10/03,2017276,-691198.915,-5591769.536,2979082.906
216,RKPT,2017/10/04,2017277,-691198.919,-5591769.547,2979082.913
224,RKPT,2017/10/05,2017278,-691198.919,-5591769.533,2979082.901
998,RKPT,2017/10/06,2017279,-691198.916,-5591769.534,2979082.902
751,RKPT,2017/10/07,2017280,-691198.916,-5591769.540,2979082.903
755,RKPT,2017/10/08,2017281,-691198.917,-5591769.541,2979082.907
759,RKPT,2017/10/09,2017282,-691198.918,-5591769.533,2979082.900
763,RKPT,2017/10/10,2017283,-691198.918,-5591769.524,2979082.897
767,RKPT,2017/10/11,2017284,-691198.916,-5591769.530,2979082.899
772,RKPT,2017/10/12,2017285,-691198.917,-5591769.531,2979082.899
776,RKPT,2017/10/13,2017286,-691198.918,-5591769.534,2979082.900
779,RKPT,2017/10/14,2017287,-691198.919,-5591769.536,2979082.903
781,RKPT,2017/10/15,2017288,-691198.918,-5591769.531,2979082.901
784,RKPT,2017/10/16,2017289,-691198.918,-5591769.532,2979082.900
787,RKPT,2017/10/17,2017290,-691198.918,-5591769.535,2979082.901
790,RKPT,2017/10/18,2017291,-691198.919,-5591769.535,2979082.901
794,RKPT,2017/10/19,2017292,-691198.921,-5591769.541,2979082.906
797,RKPT,2017/10/20,2017293,-691198.918,-5591769.537,2979082.900
800,RKPT,2017/10/21,2017294,-691198.917,-5591769.532,2979082.900
803,RKPT,2017/10/22,2017295,-691198.919,-5591769.538,2979082.902
806,RKPT,2017/10/23,2017296,-691198.919,-5591769.534,2979082.899
809,RKPT,2017/10/24,2017297,-691198.919,-5591769.536,2979082.901
812,RKPT,2017/10/25,2017298,-691198.919,-5591769.537,2979082.901
815,RKPT,2017/10/26,2017299,-691198.918,-5591769.536,2979082.901
818,RKPT,2017/10/27,2017300,-691198.918,-5591769.535,2979082.901
821,RKPT,2017/10/28,2017301,-691198.918,-5591769.533,2979082.900
824,RKPT,2017/10/29,2017302,-691198.918,-5591769.535,2979082.901
827,RKPT,2017/10/30,2017303,-691198.919,-5591769.535,2979082.902
830,RKPT,2017/10/31,2017304,-691198.918,-5591769.541,2979082.907
833,RKPT,2017/11/01,2017305,-691198.917,-5591769.531,2979082.900
836,RKPT,2017/11/02,2017306,-691198.919,-5591769.537,2979082.901
839,RKPT,2017/11/03,2017307,-691198.918,-5591769.538,2979082.902
842,RKPT,2017/11/04,2017308,-691198.918,-5591769.537,2979082.901
845,RKPT,2017/11/05,2017309,-691198.919,-5591769.536,2979082.902
847,RKPT,2017/11/06,2017310,-691198.917,-5591769.532,2979082.900
851,RKPT,2017/11/07,2017311,-691198.918,-5591769.537,2979082.901
854,RKPT,2017/11/08,2017312,-691198.919,-5591769.539,2979082.902
857,RKPT,2017/11/09,2017313,-691198.919,-5591769.537,2979082.902
860,RKPT,2017/11/10,2017314,-691198.918,-5591769.533,2979082.900
863,RKPT,2017/11/11,2017315,-691198.919,-5591769.532,2979082.900
866,RKPT,2017/11/12,2017316,-691198.920,-5591769.541,2979082.903
869,RKPT,2017/11/13,2017317,-691198.918,-5591769.532,2979082.900
872,RKPT,2017/11/14,2017318,-691198.919,-5591769.533,2979082.900
875,RKPT,2017/11/15,2017319,-691198.920,-5591769.542,2979082.906
877,RKPT,2017/11/16,2017320,-691198.918,-5591769.531,2979082.900
881,RKPT,2017/11/17,2017321,-691198.919,-5591769.539,2979082.903
884,RKPT,2017/11/18,2017322,-691198.917,-5591769.531,2979082.899
228,RKPT,2017/11/19,2017323,-691198.918,-5591769.534,2979082.901
237,RKPT,2017/11/20,2017324,-691198.920,-5591769.536,2979082.901
241,RKPT,2017/11/21,2017325,-691198.919,-5591769.531,2979082.899
245,RKPT,2017/11/22,2017326,-691198.919,-5591769.534,2979082.899
248,RKPT,2017/11/23,2017327,-691198.919,-5591769.531,2979082.899
255,RKPT,2017/11/24,2017328,-691198.920,-5591769.536,2979082.902
259,RKPT,2017/11/25,2017329,-691198.919,-5591769.531,2979082.901
264,RKPT,2017/11/26,2017330,-691198.919,-5591769.530,2979082.898
269,RKPT,2017/11/27,2017331,-691198.920,-5591769.533,2979082.901
886,RKPT,2017/11/28,2017332,-691198.919,-5591769.534,2979082.900
890,RKPT,2017/11/29,2017333,-691198.921,-5591769.537,2979082.902
894,RKPT,2017/11/30,2017334,-691198.920,-5591769.532,2979082.899
898,RKPT,2017/12/01,2017335,-691198.920,-5591769.531,2979082.900
901,RKPT,2017/12/02,2017336,-691198.920,-5591769.533,2979082.899
905,RKPT,2017/12/03,2017337,-691198.919,-5591769.532,2979082.900
908,RKPT,2017/12/04,2017338,-691198.920,-5591769.543,2979082.904
911,RKPT,2017/12/05,2017339,-691198.919,-5591769.541,2979082.906
914,RKPT,2017/12/06,2017340,-691198.919,-5591769.541,2979082.903
916,RKPT,2017/12/07,2017341,-691198.918,-5591769.533,2979082.902
920,RKPT,2017/12/08,2017342,-691198.920,-5591769.556,2979082.908
923,RKPT,2017/12/09,2017343,-691198.919,-5591769.533,2979082.901
926,RKPT,2017/12/10,2017344,-691198.919,-5591769.534,2979082.902
929,RKPT,2017/12/11,2017345,-691198.920,-5591769.539,2979082.906
931,RKPT,2017/12/12,2017346,-691198.920,-5591769.533,2979082.901
935,RKPT,2017/12/13,2017347,-691198.919,-5591769.535,2979082.901
937,RKPT,2017/12/14,2017348,-691198.919,-5591769.531,2979082.899
941,RKPT,2017/12/15,2017349,-691198.921,-5591769.538,2979082.905
956,RKPT,2017/12/16,2017350,-691198.920,-5591769.532,2979082.902
946,RKPT,2017/12/17,2017351,-691198.920,-5591769.528,2979082.897
949,RKPT,2017/12/18,2017352,-691198.920,-5591769.534,2979082.901
951,RKPT,2017/12/19,2017353,-691198.919,-5591769.531,2979082.900
955,RKPT,2017/12/20,2017354,-691198.918,-5591769.529,2979082.898
959,RKPT,2017/12/21,2017355,-691198.920,-5591769.539,2979082.905
962,RKPT,2017/12/22,2017356,-691198.920,-5591769.533,2979082.900
965,RKPT,2017/12/23,2017357,-691198.920,-5591769.535,2979082.903
968,RKPT,2017/12/24,2017358,-691198.921,-5591769.537,2979082.906
971,RKPT,2017/12/25,2017359,-691198.919,-5591769.531,2979082.901
974,RKPT,2017/12/26,2017360,-691198.920,-5591769.530,2979082.900
977,RKPT,2017/12/27,2017361,-691198.920,-5591769.534,2979082.900
982,RKPT,2017/12/28,2017362,-691198.920,-5591769.534,2979082.901
986,RKPT,2017/12/29,2017363,-691198.920,-5591769.532,2979082.900
989,RKPT,2017/12/30,2017364,-691198.920,-5591769.535,2979082.902
992,RKPT,2017/12/31,2017365,-691198.920,-5591769.534,2979082.901
0,RKPT,2018/01/01,2018001,-691198.919,-5591769.534,2979082.903
3,RKPT,2018/01/02,2018002,-691198.919,-5591769.534,2979082.901
5,RKPT,2018/01/03,2018003,-691198.921,-5591769.536,2979082.902
8,RKPT,2018/01/04,2018004,-691198.920,-5591769.534,2979082.901
11,RKPT,2018/01/05,2018005,-691198.919,-5591769.533,2979082.904
13,RKPT,2018/01/06,2018006,-691198.920,-5591769.532,2979082.900
15,RKPT,2018/01/07,2018007,-691198.921,-5591769.536,2979082.903
18,RKPT,2018/01/08,2018008,-691198.921,-5591769.532,2979082.901
21,RKPT,2018/01/09,2018009,-691198.920,-5591769.532,2979082.901
24,RKPT,2018/01/10,2018010,-691198.920,-5591769.535,2979082.902
32,RKPT,2018/01/11,2018011,-691198.922,-5591769.538,2979082.903
28,RKPT,2018/01/12,2018012,-691198.921,-5591769.536,2979082.902
41,RKPT,2018/01/13,2018013,-691198.921,-5591769.536,2979082.904
45,RKPT,2018/01/14,2018014,-691198.920,-5591769.532,2979082.901
48,RKPT,2018/01/15,2018015,-691198.921,-5591769.533,2979082.900
50,RKPT,2018/01/16,2018016,-691198.919,-5591769.530,2979082.899
53,RKPT,2018/01/17,2018017,-691198.920,-5591769.534,2979082.902
56,RKPT,2018/01/18,2018018,-691198.920,-5591769.532,2979082.901
62,RKPT,2018/01/19,2018019,-691198.920,-5591769.534,2979082.902
66,RKPT,2018/01/20,2018020,-691198.922,-5591769.537,2979082.904
80,RKPT,2018/01/21,2018021,-691198.921,-5591769.530,2979082.901
64,RKPT,2018/04/27,2018117,-691198.924,-5591769.543,2979082.906
600,RKPT,2018/08/15,2018227,-691198.928,-5591769.529,2979082.899
604,RKPT,2018/08/16,2018228,-691198.927,-5591769.533,2979082.899
608,RKPT,2018/08/17,2018229,-691198.927,-5591769.532,2979082.899
150,RKPT,2018/08/18,2018230,-691198.927,-5591769.535,2979082.901
165,RKPT,2018/08/19,2018231,-691198.927,-5591769.532,2979082.899
173,RKPT,2018/08/20,2018232,-691198.928,-5591769.534,2979082.898
178,RKPT,2018/08/21,2018233,-691198.927,-5591769.531,2979082.898
184,RKPT,2018/08/22,2018234,-691198.926,-5591769.535,2979082.899
613,RKPT,2018/08/23,2018235,-691198.926,-5591769.525,2979082.896
617,RKPT,2018/08/24,2018236,-691198.928,-5591769.533,2979082.900
620,RKPT,2018/08/25,2018237,-691198.924,-5591769.529,2979082.897
623,RKPT,2018/08/26,2018238,-691198.927,-5591769.534,2979082.899
626,RKPT,2018/08/27,2018239,-691198.926,-5591769.522,2979082.894
629,RKPT,2018/08/28,2018240,-691198.928,-5591769.541,2979082.903
633,RKPT,2018/08/29,2018241,-691198.929,-5591769.531,2979082.899
635,RKPT,2018/08/30,2018242,-691198.930,-5591769.541,2979082.906
638,RKPT,2018/08/31,2018243,-691198.927,-5591769.537,2979082.903
641,RKPT,2018/09/01,2018244,-691198.930,-5591769.530,2979082.898
646,RKPT,2018/09/02,2018245,-691198.925,-5591769.529,2979082.893
644,RKPT,2018/09/03,2018246,-691198.928,-5591769.534,2979082.902
648,RKPT,2018/09/04,2018247,-691198.932,-5591769.528,2979082.896
652,RKPT,2018/09/05,2018248,-691198.925,-5591769.530,2979082.899
654,RKPT,2018/09/06,2018249,-691198.928,-5591769.541,2979082.904
657,RKPT,2018/09/07,2018250,-691198.927,-5591769.532,2979082.901
660,RKPT,2018/09/08,2018251,-691198.926,-5591769.530,2979082.902
663,RKPT,2018/09/09,2018252,-691198.933,-5591769.546,2979082.907
666,RKPT,2018/09/10,2018253,-691198.931,-5591769.533,2979082.905
669,RKPT,2018/09/11,2018254,-691198.927,-5591769.535,2979082.900
673,RKPT,2018/09/12,2018255,-691198.930,-5591769.533,2979082.899
677,RKPT,2018/09/13,2018256,-691198.927,-5591769.535,2979082.904
681,RKPT,2018/09/14,2018257,-691198.929,-5591769.542,2979082.901
685,RKPT,2018/09/15,2018258,-691198.926,-5591769.516,2979082.893
689,RKPT,2018/09/16,2018259,-691198.922,-5591769.536,2979082.904
692,RKPT,2018/09/17,2018260,-691198.927,-5591769.535,2979082.900
696,RKPT,2018/09/18,2018261,-691198.926,-5591769.530,2979082.899
700,RKPT,2018/09/19,2018262,-691198.928,-5591769.534,2979082.899
704,RKPT,2018/09/20,2018263,-691198.927,-5591769.535,2979082.901
708,RKPT,2018/09/21,2018264,-691198.926,-5591769.530,2979082.897
712,RKPT,2018/09/22,2018265,-691198.926,-5591769.534,2979082.900
716,RKPT,2018/09/23,2018266,-691198.929,-5591769.529,2979082.897
720,RKPT,2018/09/24,2018267,-691198.929,-5591769.536,2979082.902
724,RKPT,2018/09/25,2018268,-691198.927,-5591769.535,2979082.900
727,RKPT,2018/09/26,2018269,-691198.927,-5591769.541,2979082.902
732,RKPT,2018/09/27,2018270,-691198.930,-5591769.535,2979082.901
736,RKPT,2018/09/28,2018271,-691198.927,-5591769.529,2979082.898
740,RKPT,2018/09/29,2018272,-691198.926,-5591769.540,2979082.902
743,RKPT,2018/09/30,2018273,-691198.928,-5591769.532,2979082.897
196,RKPT,2018/10/01,2018274,-691198.930,-5591769.527,2979082.896
203,RKPT,2018/10/02,2018275,-691198.928,-5591769.530,2979082.897
210,RKPT,2018/10/03,2018276,-691198.927,-5591769.530,2979082.901
217,RKPT,2018/10/04,2018277,-691198.927,-5591769.535,2979082.901
748,RKPT,2018/10/05,2018278,-691198.928,-5591769.530,2979082.897
746,RKPT,2018/10/06,2018279,-691198.930,-5591769.529,2979082.896
752,RKPT,2018/10/07,2018280,-691198.926,-5591769.532,2979082.901
756,RKPT,2018/10/08,2018281,-691198.929,-5591769.532,2979082.902
760,RKPT,2018/10/09,2018282,-691198.930,-5591769.536,2979082.903
765,RKPT,2018/10/10,2018283,-691198.930,-5591769.535,2979082.904
768,RKPT,2018/10/11,2018284,-691198.927,-5591769.530,2979082.896
773,RKPT,2018/10/12,2018285,-691198.927,-5591769.529,2979082.898
777,RKPT,2018/10/13,2018286,-691198.928,-5591769.537,2979082.902
780,RKPT,2018/10/14,2018287,-691198.927,-5591769.526,2979082.896
783,RKPT,2018/10/15,2018288,-691198.928,-5591769.531,2979082.899
785,RKPT,2018/10/16,2018289,-691198.928,-5591769.534,2979082.898
788,RKPT,2018/10/17,2018290,-691198.928,-5591769.530,2979082.898
791,RKPT,2018/10/18,2018291,-691198.928,-5591769.528,2979082.898
795,RKPT,2018/10/19,2018292,-691198.929,-5591769.540,2979082.904
798,RKPT,2018/10/20,2018293,-691198.929,-5591769.537,2979082.901
801,RKPT,2018/10/21,2018294,-691198.929,-5591769.530,2979082.897
805,RKPT,2018/10/22,2018295,-691198.929,-5591769.533,2979082.898
807,RKPT,2018/10/23,2018296,-691198.929,-5591769.532,2979082.897
810,RKPT,2018/10/24,2018297,-691198.928,-5591769.536,2979082.899
813,RKPT,2018/10/25,2018298,-691198.930,-5591769.531,2979082.896
816,RKPT,2018/10/26,2018299,-691198.929,-5591769.531,2979082.899
819,RKPT,2018/10/27,2018300,-691198.929,-5591769.529,2979082.895
822,RKPT,2018/10/28,2018301,-691198.929,-5591769.532,2979082.897
825,RKPT,2018/10/29,2018302,-691198.928,-5591769.529,2979082.895
828,RKPT,2018/10/30,2018303,-691198.929,-5591769.536,2979082.898
831,RKPT,2018/10/31,2018304,-691198.929,-5591769.534,2979082.898
834,RKPT,2018/11/01,2018305,-691198.930,-5591769.531,2979082.897
837,RKPT,2018/11/02,2018306,-691198.928,-5591769.531,2979082.898
840,RKPT,2018/11/03,2018307,-691198.929,-5591769.532,2979082.898
843,RKPT,2018/11/04,2018308,-691198.929,-5591769.533,2979082.897
846,RKPT,2018/11/05,2018309,-691198.930,-5591769.535,2979082.900
849,RKPT,2018/11/06,2018310,-691198.929,-5591769.534,2979082.898
852,RKPT,2018/11/07,2018311,-691198.929,-5591769.527,2979082.893
855,RKPT,2018/11/08,2018312,-691198.930,-5591769.531,2979082.896
858,RKPT,2018/11/09,2018313,-691198.929,-5591769.526,2979082.896
861,RKPT,2018/11/10,2018314,-691198.931,-5591769.527,2979082.895
864,RKPT,2018/11/11,2018315,-691198.930,-5591769.532,2979082.899
867,RKPT,2018/11/12,2018316,-691198.929,-5591769.527,2979082.895
870,RKPT,2018/11/13,2018317,-691198.928,-5591769.530,2979082.898
873,RKPT,2018/11/14,2018318,-691198.930,-5591769.530,2979082.896
876,RKPT,2018/11/15,2018319,-691198.929,-5591769.530,2979082.898
879,RKPT,2018/11/16,2018320,-691198.930,-5591769.529,2979082.896
882,RKPT,2018/11/17,2018321,-691198.930,-5591769.536,2979082.902
226,RKPT,2018/11/18,2018322,-691198.927,-5591769.527,2979082.898
240,RKPT,2018/11/19,2018323,-691198.931,-5591769.527,2979082.894
236,RKPT,2018/11/20,2018324,-691198.930,-5591769.529,2979082.897
242,RKPT,2018/11/21,2018325,-691198.930,-5591769.530,2979082.897
246,RKPT,2018/11/22,2018326,-691198.930,-5591769.530,2979082.897
249,RKPT,2018/11/23,2018327,-691198.930,-5591769.527,2979082.896
257,RKPT,2018/11/24,2018328,-691198.930,-5591769.531,2979082.897
260,RKPT,2018/11/25,2018329,-691198.931,-5591769.535,2979082.899
266,RKPT,2018/11/26,2018330,-691198.929,-5591769.529,2979082.896
270,RKPT,2018/11/27,2018331,-691198.931,-5591769.528,2979082.896
887,RKPT,2018/11/28,2018332,-691198.930,-5591769.530,2979082.897
891,RKPT,2018/11/29,2018333,-691198.930,-5591769.530,2979082.896
895,RKPT,2018/11/30,2018334,-691198.931,-5591769.531,2979082.897
899,RKPT,2018/12/01,2018335,-691198.931,-5591769.532,2979082.898
903,RKPT,2018/12/02,2018336,-691198.931,-5591769.533,2979082.898
906,RKPT,2018/12/03,2018337,-691198.930,-5591769.527,2979082.895
909,RKPT,2018/12/04,2018338,-691198.930,-5591769.532,2979082.898
912,RKPT,2018/12/05,2018339,-691198.931,-5591769.531,2979082.897
915,RKPT,2018/12/06,2018340,-691198.930,-5591769.529,2979082.897
918,RKPT,2018/12/07,2018341,-691198.930,-5591769.536,2979082.902
921,RKPT,2018/12/08,2018342,-691198.930,-5591769.529,2979082.897
924,RKPT,2018/12/09,2018343,-691198.930,-5591769.530,2979082.898
927,RKPT,2018/12/10,2018344,-691198.931,-5591769.530,2979082.899
930,RKPT,2018/12/11,2018345,-691198.931,-5591769.532,2979082.898
933,RKPT,2018/12/12,2018346,-691198.932,-5591769.534,2979082.899
936,RKPT,2018/12/13,2018347,-691198.931,-5591769.526,2979082.894
939,RKPT,2018/12/14,2018348,-691198.931,-5591769.532,2979082.897
942,RKPT,2018/12/15,2018349,-691198.932,-5591769.533,2979082.899
944,RKPT,2018/12/16,2018350,-691198.931,-5591769.530,2979082.897
947,RKPT,2018/12/17,2018351,-691198.934,-5591769.541,2979082.903
950,RKPT,2018/12/18,2018352,-691198.931,-5591769.532,2979082.899
